id,Метка времени,id абонента,"Тип услуги (звонок, смс, трафик)",Объем затраченных единиц
1219,2022-04-20 18:00:00,114,трафик,246
1220,2022-04-20 19:00:00,121,смс,1
1221,2022-04-20 20:00:00,287,трафик,222
1222,2022-04-20 21:00:00,176,трафик,344
1223,2022-04-20 22:00:00,31,смс,1
1224,2022-04-20 23:00:00,274,звонок,33
1225,2022-04-21 00:00:00,238,трафик,448
1226,2022-04-21 01:00:00,35,звонок,1
1227,2022-04-21 02:00:00,370,звонок,22
1228,2022-04-21 03:00:00,110,трафик,443
1229,2022-04-21 04:00:00,401,трафик,195
1230,2022-04-21 05:00:00,456,звонок,7
1231,2022-04-21 06:00:00,261,смс,2
1232,2022-04-21 07:00:00,262,трафик,260
1233,2022-04-21 08:00:00,335,трафик,213
1234,2022-04-21 09:00:00,150,трафик,279
1235,2022-04-21 10:00:00,282,смс,2
1236,2022-04-21 11:00:00,153,смс,2
1237,2022-04-21 12:00:00,144,звонок,29
1238,2022-04-21 13:00:00,482,трафик,309
1239,2022-04-21 14:00:00,389,звонок,32
1240,2022-04-21 15:00:00,166,трафик,359
1241,2022-04-21 16:00:00,25,смс,1
1242,2022-04-21 17:00:00,166,трафик,134
1243,2022-04-21 18:00:00,305,звонок,5
1244,2022-04-21 19:00:00,92,звонок,33
1245,2022-04-21 20:00:00,313,смс,2
1246,2022-04-21 21:00:00,176,звонок,39
1247,2022-04-21 22:00:00,412,трафик,86
1248,2022-04-21 23:00:00,248,звонок,47
1249,2022-04-22 00:00:00,140,смс,1
1250,2022-04-22 01:00:00,74,звонок,12
1251,2022-04-22 02:00:00,91,звонок,11
1252,2022-04-22 03:00:00,175,трафик,488
1253,2022-04-22 04:00:00,498,звонок,40
1254,2022-04-22 05:00:00,31,смс,1
1255,2022-04-22 06:00:00,251,звонок,8
1256,2022-04-22 07:00:00,195,трафик,361
1257,2022-04-22 08:00:00,14,трафик,487
1258,2022-04-22 09:00:00,419,смс,1
1259,2022-04-22 10:00:00,62,звонок,44
1260,2022-04-22 11:00:00,350,звонок,22
1261,2022-04-22 12:00:00,342,звонок,10
1262,2022-04-22 13:00:00,300,трафик,407
1263,2022-04-22 14:00:00,469,трафик,94
1264,2022-04-22 15:00:00,15,смс,2
1265,2022-04-22 16:00:00,362,смс,1
1266,2022-04-22 17:00:00,12,смс,2
1267,2022-04-22 18:00:00,375,трафик,112
1268,2022-04-22 19:00:00,467,звонок,21
1269,2022-04-22 20:00:00,54,трафик,467
1270,2022-04-22 21:00:00,215,смс,2
1271,2022-04-22 22:00:00,295,трафик,146
1272,2022-04-22 23:00:00,186,звонок,3
1273,2022-04-23 00:00:00,98,трафик,343
1274,2022-04-23 01:00:00,399,звонок,38
1275,2022-04-23 02:00:00,178,трафик,231
1276,2022-04-23 03:00:00,366,трафик,491
1277,2022-04-23 04:00:00,162,трафик,226
1278,2022-04-23 05:00:00,73,трафик,404
1279,2022-04-23 06:00:00,323,звонок,5
1280,2022-04-23 07:00:00,46,смс,1
1281,2022-04-23 08:00:00,246,смс,1
1282,2022-04-23 09:00:00,409,смс,1
1283,2022-04-23 10:00:00,105,звонок,27
1284,2022-04-23 11:00:00,370,смс,2
1285,2022-04-23 12:00:00,146,смс,1
1286,2022-04-23 13:00:00,36,звонок,12
1287,2022-04-23 14:00:00,352,звонок,30
1288,2022-04-23 15:00:00,232,трафик,147
1289,2022-04-23 16:00:00,420,трафик,249
1290,2022-04-23 17:00:00,425,смс,2
1291,2022-04-23 18:00:00,211,смс,2
1292,2022-04-23 19:00:00,86,смс,2
1293,2022-04-23 20:00:00,426,смс,1
1294,2022-04-23 21:00:00,66,смс,2
1295,2022-04-23 22:00:00,418,смс,2
1296,2022-04-23 23:00:00,136,смс,2
1297,2022-04-24 00:00:00,196,звонок,11
1298,2022-04-24 01:00:00,488,звонок,18
1299,2022-04-24 02:00:00,362,трафик,95
1300,2022-04-24 03:00:00,27,звонок,27
1301,2022-04-24 04:00:00,157,звонок,30
1302,2022-04-24 05:00:00,114,звонок,7
1303,2022-04-24 06:00:00,460,звонок,17
1304,2022-04-24 07:00:00,470,смс,2
1305,2022-04-24 08:00:00,27,звонок,20
1306,2022-04-24 09:00:00,481,трафик,182
1307,2022-04-24 10:00:00,281,смс,1
1308,2022-04-24 11:00:00,179,трафик,126
1309,2022-04-24 12:00:00,375,трафик,422
1310,2022-04-24 13:00:00,15,звонок,11
1311,2022-04-24 14:00:00,236,смс,1
1312,2022-04-24 15:00:00,99,смс,2
1313,2022-04-24 16:00:00,409,смс,1
1314,2022-04-24 17:00:00,19,звонок,36
1315,2022-04-24 18:00:00,99,звонок,15
1316,2022-04-24 19:00:00,268,трафик,295
1317,2022-04-24 20:00:00,186,смс,2
1318,2022-04-24 21:00:00,105,звонок,43
1319,2022-04-24 22:00:00,5,трафик,468
1320,2022-04-24 23:00:00,374,трафик,392
1321,2022-04-25 00:00:00,168,смс,1
1322,2022-04-25 01:00:00,90,звонок,30
1323,2022-04-25 02:00:00,132,трафик,499
1324,2022-04-25 03:00:00,256,трафик,363
1325,2022-04-25 04:00:00,424,звонок,2
1326,2022-04-25 05:00:00,409,смс,1
1327,2022-04-25 06:00:00,185,звонок,44
1328,2022-04-25 07:00:00,68,смс,1
1329,2022-04-25 08:00:00,432,смс,1
1330,2022-04-25 09:00:00,304,трафик,386
1331,2022-04-25 10:00:00,220,звонок,12
1332,2022-04-25 11:00:00,429,звонок,22
1333,2022-04-25 12:00:00,346,трафик,470
1334,2022-04-25 13:00:00,302,звонок,4
1335,2022-04-25 14:00:00,305,трафик,331
1336,2022-04-25 15:00:00,76,звонок,38
1337,2022-04-25 16:00:00,410,трафик,341
1338,2022-04-25 17:00:00,159,смс,2
1339,2022-04-25 18:00:00,133,трафик,426
1340,2022-04-25 19:00:00,388,смс,2
1341,2022-04-25 20:00:00,100,звонок,25
1342,2022-04-25 21:00:00,364,звонок,38
1343,2022-04-25 22:00:00,495,смс,2
1344,2022-04-25 23:00:00,276,звонок,29
1345,2022-04-26 00:00:00,426,трафик,207
1346,2022-04-26 01:00:00,392,трафик,88
1347,2022-04-26 02:00:00,54,трафик,186
1348,2022-04-26 03:00:00,392,звонок,11
1349,2022-04-26 04:00:00,245,звонок,19
1350,2022-04-26 05:00:00,24,смс,1
1351,2022-04-26 06:00:00,140,смс,2
1352,2022-04-26 07:00:00,435,трафик,130
1353,2022-04-26 08:00:00,444,трафик,461
1354,2022-04-26 09:00:00,300,смс,1
1355,2022-04-26 10:00:00,219,трафик,131
1356,2022-04-26 11:00:00,227,звонок,5
1357,2022-04-26 12:00:00,295,смс,1
1358,2022-04-26 13:00:00,72,звонок,15
1359,2022-04-26 14:00:00,6,трафик,105
1360,2022-04-26 15:00:00,367,смс,1
1361,2022-04-26 16:00:00,263,смс,1
1362,2022-04-26 17:00:00,474,трафик,308
1363,2022-04-26 18:00:00,13,трафик,433
1364,2022-04-26 19:00:00,412,звонок,48
1365,2022-04-26 20:00:00,73,смс,2
1366,2022-04-26 21:00:00,284,трафик,364
1367,2022-04-26 22:00:00,358,смс,1
1368,2022-04-26 23:00:00,450,смс,1
1369,2022-04-27 00:00:00,268,трафик,369
1370,2022-04-27 01:00:00,142,трафик,141
1371,2022-04-27 02:00:00,138,смс,2
1372,2022-04-27 03:00:00,257,звонок,40
1373,2022-04-27 04:00:00,2,трафик,246
1374,2022-04-27 05:00:00,421,трафик,163
1375,2022-04-27 06:00:00,363,звонок,27
1376,2022-04-27 07:00:00,492,смс,2
1377,2022-04-27 08:00:00,362,смс,1
1378,2022-04-27 09:00:00,306,смс,1
1379,2022-04-27 10:00:00,357,трафик,380
1380,2022-04-27 11:00:00,293,звонок,10
1381,2022-04-27 12:00:00,213,трафик,334
1382,2022-04-27 13:00:00,480,звонок,19
1383,2022-04-27 14:00:00,43,смс,1
1384,2022-04-27 15:00:00,388,смс,2
1385,2022-04-27 16:00:00,9,трафик,351
1386,2022-04-27 17:00:00,62,звонок,18
1387,2022-04-27 18:00:00,442,трафик,430
1388,2022-04-27 19:00:00,293,звонок,4
1389,2022-04-27 20:00:00,107,звонок,3
1390,2022-04-27 21:00:00,224,звонок,16
1391,2022-04-27 22:00:00,94,звонок,9
1392,2022-04-27 23:00:00,152,смс,2
1393,2022-04-28 00:00:00,323,звонок,31
1394,2022-04-28 01:00:00,128,звонок,45
1395,2022-04-28 02:00:00,474,звонок,29
1396,2022-04-28 03:00:00,61,смс,2
1397,2022-04-28 04:00:00,149,смс,2
1398,2022-04-28 05:00:00,321,трафик,276
1399,2022-04-28 06:00:00,17,трафик,266
1400,2022-04-28 07:00:00,114,трафик,434
1401,2022-04-28 08:00:00,232,звонок,18
1402,2022-04-28 09:00:00,257,трафик,86
1403,2022-04-28 10:00:00,500,трафик,322
1404,2022-04-28 11:00:00,488,смс,1
1405,2022-04-28 12:00:00,135,трафик,488
1406,2022-04-28 13:00:00,437,звонок,44
1407,2022-04-28 14:00:00,182,звонок,8
1408,2022-04-28 15:00:00,457,трафик,416
1409,2022-04-28 16:00:00,407,звонок,43
1410,2022-04-28 17:00:00,150,трафик,375
1411,2022-04-28 18:00:00,60,трафик,94
1412,2022-04-28 19:00:00,375,звонок,17
1413,2022-04-28 20:00:00,18,смс,2
1414,2022-04-28 21:00:00,223,трафик,177
1415,2022-04-28 22:00:00,195,звонок,16
1416,2022-04-28 23:00:00,115,трафик,190
1417,2022-04-29 00:00:00,306,трафик,230
1418,2022-04-29 01:00:00,4,смс,2
1419,2022-04-29 02:00:00,464,звонок,45
1420,2022-04-29 03:00:00,364,смс,1
1421,2022-04-29 04:00:00,363,звонок,20
1422,2022-04-29 05:00:00,358,смс,2
1423,2022-04-29 06:00:00,461,смс,1
1424,2022-04-29 07:00:00,331,смс,1
1425,2022-04-29 08:00:00,194,трафик,134
1426,2022-04-29 09:00:00,464,трафик,345
1427,2022-04-29 10:00:00,26,трафик,428
1428,2022-04-29 11:00:00,294,звонок,6
1429,2022-04-29 12:00:00,210,трафик,499
1430,2022-04-29 13:00:00,36,трафик,107
1431,2022-04-29 14:00:00,463,трафик,457
1432,2022-04-29 15:00:00,316,трафик,308
1433,2022-04-29 16:00:00,98,трафик,292
1434,2022-04-29 17:00:00,466,смс,1
1435,2022-04-29 18:00:00,414,звонок,31
1436,2022-04-29 19:00:00,153,смс,1
1437,2022-04-29 20:00:00,122,звонок,4
1438,2022-04-29 21:00:00,241,трафик,403
1439,2022-04-29 22:00:00,443,звонок,45
1440,2022-04-29 23:00:00,387,смс,1
1441,2022-04-30 00:00:00,476,трафик,103
1442,2022-04-30 01:00:00,344,трафик,469
1443,2022-04-30 02:00:00,419,трафик,393
1444,2022-04-30 03:00:00,105,трафик,318
1445,2022-04-30 04:00:00,287,трафик,308
1446,2022-04-30 05:00:00,282,трафик,404
1447,2022-04-30 06:00:00,279,трафик,207
1448,2022-04-30 07:00:00,14,смс,1
1449,2022-04-30 08:00:00,294,смс,1
1450,2022-04-30 09:00:00,167,звонок,43
1451,2022-04-30 10:00:00,410,звонок,48
1452,2022-04-30 11:00:00,46,звонок,10
1453,2022-04-30 12:00:00,59,смс,1
1454,2022-04-30 13:00:00,262,смс,1
1455,2022-04-30 14:00:00,214,смс,2
1456,2022-04-30 15:00:00,454,трафик,169
1457,2022-04-30 16:00:00,464,звонок,41
1458,2022-04-30 17:00:00,81,звонок,28
1459,2022-04-30 18:00:00,126,трафик,351
1460,2022-04-30 19:00:00,499,звонок,28
1461,2022-04-30 20:00:00,246,смс,1
1462,2022-04-30 21:00:00,244,смс,2
1463,2022-04-30 22:00:00,396,смс,2
1464,2022-04-30 23:00:00,293,звонок,47
1465,2022-05-01 00:00:00,262,смс,1
1466,2022-05-01 01:00:00,316,трафик,419
1467,2022-05-01 02:00:00,451,трафик,171
1468,2022-05-01 03:00:00,437,смс,1
1469,2022-05-01 04:00:00,72,смс,1
1470,2022-05-01 05:00:00,166,смс,1
1471,2022-05-01 06:00:00,321,смс,1
1472,2022-05-01 07:00:00,421,трафик,136
1473,2022-05-01 08:00:00,137,звонок,20
1474,2022-05-01 09:00:00,93,трафик,112
1475,2022-05-01 10:00:00,2,звонок,41
1476,2022-05-01 11:00:00,48,трафик,404
1477,2022-05-01 12:00:00,373,трафик,354
1478,2022-05-01 13:00:00,63,трафик,273
1479,2022-05-01 14:00:00,367,трафик,113
1480,2022-05-01 15:00:00,88,смс,2
1481,2022-05-01 16:00:00,250,смс,1
1482,2022-05-01 17:00:00,467,звонок,48
1483,2022-05-01 18:00:00,281,звонок,26
1484,2022-05-01 19:00:00,68,звонок,35
1485,2022-05-01 20:00:00,277,смс,1
1486,2022-05-01 21:00:00,97,смс,1
1487,2022-05-01 22:00:00,352,трафик,421
1488,2022-05-01 23:00:00,61,смс,2
1489,2022-05-02 00:00:00,496,смс,1
1490,2022-05-02 01:00:00,450,звонок,20
1491,2022-05-02 02:00:00,352,трафик,486
1492,2022-05-02 03:00:00,100,трафик,86
1493,2022-05-02 04:00:00,403,трафик,434
1494,2022-05-02 05:00:00,496,смс,1
1495,2022-05-02 06:00:00,101,трафик,84
1496,2022-05-02 07:00:00,384,трафик,313
1497,2022-05-02 08:00:00,320,смс,1
1498,2022-05-02 09:00:00,26,трафик,451
1499,2022-05-02 10:00:00,316,звонок,25
1500,2022-05-02 11:00:00,302,смс,2
1501,2022-05-02 12:00:00,61,трафик,411
1502,2022-05-02 13:00:00,449,звонок,24
1503,2022-05-02 14:00:00,328,смс,2
1504,2022-05-02 15:00:00,313,трафик,417
1505,2022-05-02 16:00:00,186,трафик,333
1506,2022-05-02 17:00:00,306,звонок,17
1507,2022-05-02 18:00:00,463,звонок,40
1508,2022-05-02 19:00:00,37,трафик,102
1509,2022-05-02 20:00:00,34,трафик,461
1510,2022-05-02 21:00:00,470,смс,1
1511,2022-05-02 22:00:00,261,звонок,12
1512,2022-05-02 23:00:00,83,смс,2
1513,2022-05-03 00:00:00,83,смс,2
1514,2022-05-03 01:00:00,82,трафик,118
1515,2022-05-03 02:00:00,495,смс,2
1516,2022-05-03 03:00:00,108,звонок,27
1517,2022-05-03 04:00:00,114,звонок,13
1518,2022-05-03 05:00:00,439,трафик,308
1519,2022-05-03 06:00:00,171,звонок,10
1520,2022-05-03 07:00:00,1,трафик,438
1521,2022-05-03 08:00:00,285,трафик,127
1522,2022-05-03 09:00:00,395,трафик,413
1523,2022-05-03 10:00:00,248,звонок,10
1524,2022-05-03 11:00:00,184,звонок,34
1525,2022-05-03 12:00:00,466,смс,1
1526,2022-05-03 13:00:00,330,смс,2
1527,2022-05-03 14:00:00,293,звонок,14
1528,2022-05-03 15:00:00,95,трафик,234
1529,2022-05-03 16:00:00,379,звонок,15
1530,2022-05-03 17:00:00,283,звонок,7
1531,2022-05-03 18:00:00,488,трафик,81
1532,2022-05-03 19:00:00,383,звонок,35
1533,2022-05-03 20:00:00,166,трафик,344
1534,2022-05-03 21:00:00,293,трафик,330
1535,2022-05-03 22:00:00,1,трафик,270
1536,2022-05-03 23:00:00,114,трафик,129
1537,2022-05-04 00:00:00,120,звонок,45
1538,2022-05-04 01:00:00,367,смс,2
1539,2022-05-04 02:00:00,80,звонок,35
1540,2022-05-04 03:00:00,17,звонок,4
1541,2022-05-04 04:00:00,134,трафик,350
1542,2022-05-04 05:00:00,58,трафик,272
1543,2022-05-04 06:00:00,64,звонок,15
1544,2022-05-04 07:00:00,22,трафик,242
1545,2022-05-04 08:00:00,42,звонок,15
1546,2022-05-04 09:00:00,472,трафик,164
1547,2022-05-04 10:00:00,60,трафик,362
1548,2022-05-04 11:00:00,247,смс,1
1549,2022-05-04 12:00:00,354,звонок,26
1550,2022-05-04 13:00:00,107,звонок,38
1551,2022-05-04 14:00:00,147,смс,1
1552,2022-05-04 15:00:00,9,трафик,182
1553,2022-05-04 16:00:00,18,трафик,283
1554,2022-05-04 17:00:00,462,трафик,296
1555,2022-05-04 18:00:00,429,трафик,139
1556,2022-05-04 19:00:00,156,смс,2
1557,2022-05-04 20:00:00,297,смс,1
1558,2022-05-04 21:00:00,323,звонок,5
1559,2022-05-04 22:00:00,296,трафик,389
1560,2022-05-04 23:00:00,50,звонок,14
1561,2022-05-05 00:00:00,171,трафик,199
1562,2022-05-05 01:00:00,117,смс,1
1563,2022-05-05 02:00:00,451,трафик,251
1564,2022-05-05 03:00:00,64,смс,1
1565,2022-05-05 04:00:00,34,смс,1
1566,2022-05-05 05:00:00,181,трафик,490
1567,2022-05-05 06:00:00,59,звонок,15
1568,2022-05-05 07:00:00,347,смс,1
1569,2022-05-05 08:00:00,200,трафик,387
1570,2022-05-05 09:00:00,18,звонок,44
1571,2022-05-05 10:00:00,495,звонок,3
1572,2022-05-05 11:00:00,235,смс,1
1573,2022-05-05 12:00:00,388,трафик,329
1574,2022-05-05 13:00:00,178,трафик,123
1575,2022-05-05 14:00:00,229,смс,1
1576,2022-05-05 15:00:00,478,трафик,100
1577,2022-05-05 16:00:00,368,звонок,11
1578,2022-05-05 17:00:00,330,звонок,35
1579,2022-05-05 18:00:00,137,трафик,383
1580,2022-05-05 19:00:00,163,звонок,23
1581,2022-05-05 20:00:00,128,трафик,121
1582,2022-05-05 21:00:00,218,смс,2
1583,2022-05-05 22:00:00,314,звонок,8
1584,2022-05-05 23:00:00,105,звонок,35
1585,2022-05-06 00:00:00,445,смс,1
1586,2022-05-06 01:00:00,310,смс,2
1587,2022-05-06 02:00:00,397,смс,2
1588,2022-05-06 03:00:00,137,смс,2
1589,2022-05-06 04:00:00,100,трафик,442
1590,2022-05-06 05:00:00,328,звонок,39
1591,2022-05-06 06:00:00,275,трафик,401
1592,2022-05-06 07:00:00,364,трафик,439
1593,2022-05-06 08:00:00,461,звонок,19
1594,2022-05-06 09:00:00,260,смс,1
1595,2022-05-06 10:00:00,398,трафик,316
1596,2022-05-06 11:00:00,469,звонок,37
1597,2022-05-06 12:00:00,165,смс,1
1598,2022-05-06 13:00:00,30,трафик,117
1599,2022-05-06 14:00:00,220,звонок,8
1600,2022-05-06 15:00:00,463,смс,1
1601,2022-05-06 16:00:00,350,смс,2
1602,2022-05-06 17:00:00,402,звонок,1
1603,2022-05-06 18:00:00,355,звонок,35
1604,2022-05-06 19:00:00,144,звонок,24
1605,2022-05-06 20:00:00,420,звонок,11
1606,2022-05-06 21:00:00,46,смс,2
1607,2022-05-06 22:00:00,245,трафик,121
1608,2022-05-06 23:00:00,359,звонок,26
1609,2022-05-07 00:00:00,205,смс,1
1610,2022-05-07 01:00:00,476,трафик,479
1611,2022-05-07 02:00:00,178,трафик,146
1612,2022-05-07 03:00:00,277,звонок,33
1613,2022-05-07 04:00:00,57,трафик,159
1614,2022-05-07 05:00:00,338,трафик,241
1615,2022-05-07 06:00:00,365,трафик,489
1616,2022-05-07 07:00:00,247,смс,1
1617,2022-05-07 08:00:00,467,трафик,474
1618,2022-05-07 09:00:00,290,звонок,26
1619,2022-05-07 10:00:00,396,звонок,18
1620,2022-05-07 11:00:00,450,звонок,16
1621,2022-05-07 12:00:00,94,звонок,38
1622,2022-05-07 13:00:00,28,смс,1
1623,2022-05-07 14:00:00,102,звонок,44
1624,2022-05-07 15:00:00,225,смс,1
1625,2022-05-07 16:00:00,386,смс,2
1626,2022-05-07 17:00:00,53,трафик,303
1627,2022-05-07 18:00:00,104,звонок,3
1628,2022-05-07 19:00:00,204,смс,2
1629,2022-05-07 20:00:00,315,трафик,342
1630,2022-05-07 21:00:00,367,звонок,9
1631,2022-05-07 22:00:00,287,смс,2
1632,2022-05-07 23:00:00,375,смс,2
1633,2022-05-08 00:00:00,91,трафик,467
1634,2022-05-08 01:00:00,329,звонок,23
1635,2022-05-08 02:00:00,293,смс,1
1636,2022-05-08 03:00:00,94,звонок,34
1637,2022-05-08 04:00:00,474,трафик,331
1638,2022-05-08 05:00:00,489,смс,2
1639,2022-05-08 06:00:00,101,смс,2
1640,2022-05-08 07:00:00,357,трафик,337
1641,2022-05-08 08:00:00,45,звонок,22
1642,2022-05-08 09:00:00,195,смс,2
1643,2022-05-08 10:00:00,13,смс,2
1644,2022-05-08 11:00:00,40,трафик,335
1645,2022-05-08 12:00:00,445,трафик,245
1646,2022-05-08 13:00:00,280,трафик,180
1647,2022-05-08 14:00:00,200,трафик,337
1648,2022-05-08 15:00:00,356,трафик,397
1649,2022-05-08 16:00:00,319,звонок,42
1650,2022-05-08 17:00:00,471,трафик,308
1651,2022-05-08 18:00:00,180,смс,1
1652,2022-05-08 19:00:00,223,звонок,19
1653,2022-05-08 20:00:00,73,смс,1
1654,2022-05-08 21:00:00,99,звонок,39
1655,2022-05-08 22:00:00,187,звонок,12
1656,2022-05-08 23:00:00,391,звонок,11
1657,2022-05-09 00:00:00,192,трафик,486
1658,2022-05-09 01:00:00,269,трафик,452
1659,2022-05-09 02:00:00,208,смс,1
1660,2022-05-09 03:00:00,197,трафик,492
1661,2022-05-09 04:00:00,412,смс,2
1662,2022-05-09 05:00:00,233,смс,1
1663,2022-05-09 06:00:00,328,трафик,400
1664,2022-05-09 07:00:00,270,звонок,38
1665,2022-05-09 08:00:00,97,звонок,30
1666,2022-05-09 09:00:00,60,трафик,376
1667,2022-05-09 10:00:00,96,звонок,3
1668,2022-05-09 11:00:00,27,звонок,33
1669,2022-05-09 12:00:00,451,смс,1
1670,2022-05-09 13:00:00,386,звонок,46
1671,2022-05-09 14:00:00,162,звонок,41
1672,2022-05-09 15:00:00,44,звонок,29
1673,2022-05-09 16:00:00,167,смс,1
1674,2022-05-09 17:00:00,91,смс,1
1675,2022-05-09 18:00:00,258,смс,1
1676,2022-05-09 19:00:00,378,звонок,2
1677,2022-05-09 20:00:00,166,звонок,27
1678,2022-05-09 21:00:00,241,звонок,5
1679,2022-05-09 22:00:00,264,звонок,8
1680,2022-05-09 23:00:00,182,звонок,40
1681,2022-05-10 00:00:00,42,смс,1
1682,2022-05-10 01:00:00,294,смс,2
1683,2022-05-10 02:00:00,324,трафик,113
1684,2022-05-10 03:00:00,474,звонок,26
1685,2022-05-10 04:00:00,305,смс,1
1686,2022-05-10 05:00:00,97,звонок,1
1687,2022-05-10 06:00:00,67,звонок,10
1688,2022-05-10 07:00:00,113,смс,2
1689,2022-05-10 08:00:00,109,смс,1
1690,2022-05-10 09:00:00,276,трафик,451
1691,2022-05-10 10:00:00,353,звонок,38
1692,2022-05-10 11:00:00,277,звонок,43
1693,2022-05-10 12:00:00,93,смс,1
1694,2022-05-10 13:00:00,247,смс,1
1695,2022-05-10 14:00:00,376,трафик,341
1696,2022-05-10 15:00:00,54,трафик,268
1697,2022-05-10 16:00:00,105,звонок,5
1698,2022-05-10 17:00:00,120,смс,1
1699,2022-05-10 18:00:00,172,трафик,418
1700,2022-05-10 19:00:00,395,смс,2
1701,2022-05-10 20:00:00,276,трафик,250
1702,2022-05-10 21:00:00,348,звонок,33
1703,2022-05-10 22:00:00,245,смс,2
1704,2022-05-10 23:00:00,390,трафик,423
1705,2022-05-11 00:00:00,425,смс,1
1706,2022-05-11 01:00:00,218,смс,2
1707,2022-05-11 02:00:00,97,звонок,36
1708,2022-05-11 03:00:00,497,смс,2
1709,2022-05-11 04:00:00,10,звонок,8
1710,2022-05-11 05:00:00,235,звонок,29
1711,2022-05-11 06:00:00,277,смс,1
1712,2022-05-11 07:00:00,284,звонок,1
1713,2022-05-11 08:00:00,145,смс,1
1714,2022-05-11 09:00:00,90,звонок,29
1715,2022-05-11 10:00:00,377,смс,2
1716,2022-05-11 11:00:00,289,трафик,495
1717,2022-05-11 12:00:00,2,смс,1
1718,2022-05-11 13:00:00,432,звонок,14
1719,2022-05-11 14:00:00,355,звонок,3
1720,2022-05-11 15:00:00,393,звонок,32
1721,2022-05-11 16:00:00,117,смс,1
1722,2022-05-11 17:00:00,460,смс,2
1723,2022-05-11 18:00:00,99,звонок,12
1724,2022-05-11 19:00:00,453,смс,2
1725,2022-05-11 20:00:00,28,звонок,39
1726,2022-05-11 21:00:00,389,смс,2
1727,2022-05-11 22:00:00,233,смс,2
1728,2022-05-11 23:00:00,132,трафик,244
1729,2022-05-12 00:00:00,422,трафик,243
1730,2022-05-12 01:00:00,110,трафик,228
1731,2022-05-12 02:00:00,285,звонок,32
1732,2022-05-12 03:00:00,438,трафик,285
1733,2022-05-12 04:00:00,353,смс,2
1734,2022-05-12 05:00:00,315,смс,1
1735,2022-05-12 06:00:00,58,трафик,470
1736,2022-05-12 07:00:00,143,смс,1
1737,2022-05-12 08:00:00,109,смс,1
1738,2022-05-12 09:00:00,20,трафик,349
1739,2022-05-12 10:00:00,399,звонок,1
1740,2022-05-12 11:00:00,258,трафик,460
1741,2022-05-12 12:00:00,183,звонок,36
1742,2022-05-12 13:00:00,342,звонок,38
1743,2022-05-12 14:00:00,277,трафик,308
1744,2022-05-12 15:00:00,304,звонок,29
1745,2022-05-12 16:00:00,112,звонок,19
1746,2022-05-12 17:00:00,362,смс,2
1747,2022-05-12 18:00:00,419,смс,1
1748,2022-05-12 19:00:00,285,трафик,181
1749,2022-05-12 20:00:00,132,звонок,4
1750,2022-05-12 21:00:00,304,звонок,23
1751,2022-05-12 22:00:00,382,смс,1
1752,2022-05-12 23:00:00,460,звонок,15
1753,2022-05-13 00:00:00,258,смс,1
1754,2022-05-13 01:00:00,410,смс,1
1755,2022-05-13 02:00:00,122,трафик,171
1756,2022-05-13 03:00:00,495,трафик,185
1757,2022-05-13 04:00:00,492,звонок,44
1758,2022-05-13 05:00:00,231,звонок,27
1759,2022-05-13 06:00:00,11,трафик,366
1760,2022-05-13 07:00:00,154,смс,1
1761,2022-05-13 08:00:00,139,звонок,14
1762,2022-05-13 09:00:00,289,смс,1
1763,2022-05-13 10:00:00,491,смс,1
1764,2022-05-13 11:00:00,123,звонок,21
1765,2022-05-13 12:00:00,407,звонок,14
1766,2022-05-13 13:00:00,184,трафик,489
1767,2022-05-13 14:00:00,350,звонок,28
1768,2022-05-13 15:00:00,499,смс,1
1769,2022-05-13 16:00:00,19,трафик,370
1770,2022-05-13 17:00:00,271,звонок,45
1771,2022-05-13 18:00:00,427,смс,2
1772,2022-05-13 19:00:00,103,трафик,420
1773,2022-05-13 20:00:00,201,смс,2
1774,2022-05-13 21:00:00,447,звонок,11
1775,2022-05-13 22:00:00,243,смс,2
1776,2022-05-13 23:00:00,53,звонок,17
1777,2022-05-14 00:00:00,9,смс,2
1778,2022-05-14 01:00:00,144,смс,2
1779,2022-05-14 02:00:00,115,смс,2
1780,2022-05-14 03:00:00,334,трафик,263
1781,2022-05-14 04:00:00,48,смс,2
1782,2022-05-14 05:00:00,205,трафик,182
1783,2022-05-14 06:00:00,92,трафик,357
1784,2022-05-14 07:00:00,430,звонок,20
1785,2022-05-14 08:00:00,196,трафик,87
1786,2022-05-14 09:00:00,282,звонок,6
1787,2022-05-14 10:00:00,485,звонок,15
1788,2022-05-14 11:00:00,111,звонок,47
1789,2022-05-14 12:00:00,462,звонок,11
1790,2022-05-14 13:00:00,448,звонок,2
1791,2022-05-14 14:00:00,233,трафик,336
1792,2022-05-14 15:00:00,446,звонок,40
1793,2022-05-14 16:00:00,197,смс,2
1794,2022-05-14 17:00:00,299,трафик,108
1795,2022-05-14 18:00:00,133,смс,2
1796,2022-05-14 19:00:00,226,смс,1
1797,2022-05-14 20:00:00,53,трафик,405
1798,2022-05-14 21:00:00,490,смс,1
1799,2022-05-14 22:00:00,55,смс,1
1800,2022-05-14 23:00:00,264,звонок,40
1801,2022-05-15 00:00:00,319,звонок,37
1802,2022-05-15 01:00:00,250,звонок,17
1803,2022-05-15 02:00:00,299,трафик,138
1804,2022-05-15 03:00:00,17,трафик,295
1805,2022-05-15 04:00:00,399,смс,1
1806,2022-05-15 05:00:00,498,трафик,433
1807,2022-05-15 06:00:00,28,смс,2
